year,ABC,retro
1975,5.688037170495702,retro_0
1976,5.793948417886182,retro_0
1977,5.857310626609428,retro_0
1978,5.897287865941223,retro_0
1979,5.852514818196568,retro_0
1980,5.7218053804907365,retro_0
1981,5.672614554046921,retro_0
1982,5.831958704603905,retro_0
1983,6.081378701272749,retro_0
1984,6.385745316654451,retro_0
1985,6.629007845197963,retro_0
1986,6.690852526390996,retro_0
1987,6.708060883871444,retro_0
1988,6.450489380286501,retro_0
1989,6.188742596807544,retro_0
1990,5.854332254515189,retro_0
1991,5.496199694015888,retro_0
1992,5.130880855051757,retro_0
1993,4.723325689741577,retro_0
1994,4.230086608567269,retro_0
1995,3.836066806783445,retro_0
1996,3.43752838633846,retro_0
1997,3.0598986417036382,retro_0
1998,2.7099369544151632,retro_0
1999,2.3872953228484217,retro_0
2000,2.200533262710043,retro_0
2001,2.054871702371439,retro_0
2002,1.996704308229316,retro_0
2003,1.9717968217072452,retro_0
2004,1.9533810458160819,retro_0
2005,1.9113431768427356,retro_0
2006,1.87482178549437,retro_0
2007,1.8002434967965952,retro_0
2008,1.746766864023918,retro_0
2009,1.6740774649964052,retro_0
2010,1.61061364494085,retro_0
2011,1.548274433126348,retro_0
2012,1.5009108078782034,retro_0
2013,1.450731373761988,retro_0
2014,1.398914938321469,retro_0
2015,1.3492838123374615,retro_0
2016,1.295769467484372,retro_0
2017,1.2707428060738981,retro_0
2018,1.267133478770669,retro_0
2019,1.2924007712030234,retro_0
2020,1.3866955851176856,retro_0
2021,1.552600265764396,retro_0
2022,1.7463721004126003,retro_0
2023,1.9445630105221727,retro_0
1975,5.666664398955778,retro_1
1976,5.768483193645153,retro_1
1977,5.847566372014897,retro_1
1978,5.91733559504183,retro_1
1979,5.916696274543338,retro_1
1980,5.834507362479247,retro_1
1981,5.762093414164445,retro_1
1982,5.794319089829072,retro_1
1983,6.035658233872683,retro_1
1984,6.354944695653005,retro_1
1985,6.648517026201521,retro_1
1986,6.7304082689278175,retro_1
1987,6.5964928733342365,retro_1
1988,6.551255632634128,retro_1
1989,6.190860689053535,retro_1
1990,5.853324831246447,retro_1
1991,5.529125306402705,retro_1
1992,5.115970850058509,retro_1
1993,4.725509337793099,retro_1
1994,4.253302096274195,retro_1
1995,3.8284583814175024,retro_1
1996,3.4536648941784907,retro_1
1997,3.067869471724746,retro_1
1998,2.7067937131962654,retro_1
1999,2.397718306481969,retro_1
2000,2.2065700748797457,retro_1
2001,2.06072197570255,retro_1
2002,1.9978127676049082,retro_1
2003,1.9798592933981942,retro_1
2004,1.9595184324471182,retro_1
2005,1.9177393414265842,retro_1
2006,1.8816279291711744,retro_1
2007,1.8072103654534213,retro_1
2008,1.7541032994630854,retro_1
2009,1.6821556540785172,retro_1
2010,1.6187974239209644,retro_1
2011,1.5570203310808652,retro_1
2012,1.5106992615417787,retro_1
2013,1.4619436710075655,retro_1
2014,1.4116585203334204,retro_1
2015,1.363665140406736,retro_1
2016,1.3118714630346946,retro_1
2017,1.2898990771971943,retro_1
2018,1.2914501239954084,retro_1
2019,1.3240394867787615,retro_1
2020,1.4247249859587297,retro_1
2021,1.5811504880768676,retro_1
2022,1.747366518224093,retro_1
1975,5.6660499479515885,retro_2
1976,5.767951804442392,retro_2
1977,5.848204884145526,retro_2
1978,5.919301150335053,retro_2
1979,5.919282145360907,retro_2
1980,5.836412107687176,retro_2
1981,5.7622743574425135,retro_2
1982,5.793268437743186,retro_2
1983,6.033695155283226,retro_2
1984,6.352830395171607,retro_2
1985,6.646461393971275,retro_2
1986,6.727824178936772,retro_2
1987,6.5932449280151815,retro_2
1988,6.5484243970763005,retro_2
1989,6.187068658784948,retro_2
1990,5.84909880487755,retro_2
1991,5.524542370433431,retro_2
1992,5.110828490814921,retro_2
1993,4.720253597999649,retro_2
1994,4.247837830016222,retro_2
1995,3.8225174073995496,retro_2
1996,3.4473630562085478,retro_2
1997,3.0611426341126657,retro_2
1998,2.6997375469687146,retro_2
1999,2.3906202204612446,retro_2
2000,2.1992022766402552,retro_2
2001,2.053584624291341,retro_2
2002,1.9908968586665763,retro_2
2003,1.973238208662874,retro_2
2004,1.9533363870541607,retro_2
2005,1.911837190150734,retro_2
2006,1.8760640693808552,retro_2
2007,1.8019743485645008,retro_2
2008,1.7493092544124726,retro_2
2009,1.6779608071731984,retro_2
2010,1.6154480824618833,retro_2
2011,1.554882435642426,retro_2
2012,1.5103904715006697,retro_2
2013,1.464041241519462,retro_2
2014,1.4162693215416557,retro_2
2015,1.3709622461725746,retro_2
2016,1.3221737998982594,retro_2
2017,1.3044387282296501,retro_2
2018,1.3116704853991947,retro_2
2019,1.3458990462470122,retro_2
2020,1.431364795743777,retro_2
2021,1.5407619508808157,retro_2
1975,5.646296870519358,retro_3
1976,5.74805543526344,retro_3
1977,5.829940779621273,retro_3
1978,5.902973194245297,retro_3
1979,5.904082050201518,retro_3
1980,5.820639781544983,retro_3
1981,5.744315787207628,retro_3
1982,5.7735699550640165,retro_3
1983,6.012058944502404,retro_3
1984,6.330194994816189,retro_3
1985,6.623233251525891,retro_3
1986,6.703810622683581,retro_3
1987,6.568928426098646,retro_3
1988,6.525146945922555,retro_3
1989,6.163629927612199,retro_3
1990,5.826129054759945,retro_3
1991,5.502162384851591,retro_3
1992,5.089140565440744,retro_3
1993,4.699746445673089,retro_3
1994,4.22829938437835,retro_3
1995,3.8037132706851797,retro_3
1996,3.4294187511702177,retro_3
1997,3.0440879221933472,retro_3
1998,2.6835548622870933,retro_3
1999,2.3750929686897773,retro_3
2000,2.1843006678268426,retro_3
2001,2.03891420493523,retro_3
2002,1.9761657500507182,retro_3
2003,1.958249638697573,retro_3
2004,1.9378292336127314,retro_3
2005,1.895845008899871,retro_3
2006,1.8596231168288924,retro_3
2007,1.7852720395378185,retro_3
2008,1.7325360745777714,retro_3
2009,1.661225218168366,retro_3
2010,1.599252644077878,retro_3
2011,1.5395153358990832,retro_3
2012,1.496486561868216,retro_3
2013,1.4520552716459287,retro_3
2014,1.4063484943933011,retro_3
2015,1.363369747062429,retro_3
2016,1.3168844101100412,retro_3
2017,1.3022398982287622,retro_3
2018,1.311660388646464,retro_3
2019,1.3396754784182763,retro_3
2020,1.398736769774174,retro_3
1975,5.642193384336088,retro_4
1976,5.748863864487645,retro_4
1977,5.81545444224157,retro_4
1978,5.858033524945922,retro_4
1979,5.812911929556595,retro_4
1980,5.6778481983461635,retro_4
1981,5.62276080454152,retro_4
1982,5.778605934945166,retro_4
1983,6.023036589905609,retro_4
1984,6.324643619022817,retro_4
1985,6.564926238555972,retro_4
1986,6.623459682165324,retro_4
1987,6.641505834719103,retro_4
1988,6.3803674275512385,retro_4
1989,6.119437129444415,retro_4
1990,5.7848209342617425,retro_4
1991,5.427067355447453,retro_4
1992,5.063929229876389,retro_4
1993,4.657959749996086,retro_4
1994,4.166038508167748,retro_4
1995,3.7738961190117775,retro_4
1996,3.3764637390271406,retro_4
1997,3.0005586441116137,retro_4
1998,2.652177933519528,retro_4
1999,2.330957103880418,retro_4
2000,2.1454947520144905,retro_4
2001,2.0005519714109505,retro_4
2002,1.9426313785290672,retro_4
2003,1.9172510940535523,retro_4
2004,1.898160870862705,retro_4
2005,1.8553383406765847,retro_4
2006,1.8180023462876669,retro_4
2007,1.7433388759623196,retro_4
2008,1.6900986387057078,retro_4
2009,1.6185120144894625,retro_4
2010,1.5574483345954997,retro_4
2011,1.4986531514877806,retro_4
2012,1.4573501431746643,retro_4
2013,1.414943592114968,retro_4
2014,1.3716226257899673,retro_4
2015,1.3312876770445765,retro_4
2016,1.2877910865509175,retro_4
2017,1.2792495134540487,retro_4
2018,1.301737964557954,retro_4
2019,1.345180695137548,retro_4
1975,5.562986425245778,retro_5
1976,5.663338934994021,retro_5
1977,5.743250070659947,retro_5
1978,5.814512062093189,retro_5
1979,5.814722601383732,retro_5
1980,5.73169950597571,retro_5
1981,5.656645411628295,retro_5
1982,5.685469058891463,retro_5
1983,5.919802347850948,retro_5
1984,6.231548972603147,retro_5
1985,6.518438784015168,retro_5
1986,6.595470732507806,retro_5
1987,6.45939818595358,retro_5
1988,6.412150637147256,retro_5
1989,6.053109536013762,retro_5
1990,5.718128557699772,retro_5
1991,5.396997723438728,retro_5
1992,4.987757915012441,retro_5
1993,4.600926810889018,retro_5
1994,4.132335339130843,retro_5
1995,3.711546378902765,retro_5
1996,3.3404338379009983,retro_5
1997,2.9587969628760455,retro_5
1998,2.601875849350318,retro_5
1999,2.2962552566985943,retro_5
2000,2.1078096293800015,retro_5
2001,1.9636378591370156,retro_5
2002,1.900883606387849,retro_5
2003,1.8813474266147094,retro_5
2004,1.859009109588651,retro_5
2005,1.8149169605734925,retro_5
2006,1.7762051496314633,retro_5
2007,1.7006456947319106,retro_5
2008,1.646846893074328,retro_5
2009,1.5756512135329708,retro_5
2010,1.5147122430981175,retro_5
2011,1.457038981861789,retro_5
2012,1.4173225428908462,retro_5
2013,1.3774984052774553,retro_5
2014,1.33733350781683,retro_5
2015,1.3004429721395132,retro_5
2016,1.2604498960961983,retro_5
2017,1.2576865423873362,retro_5
2018,1.29695510860779,retro_5
1975,5.58848346090421,retro_6
1976,5.693476099714684,retro_6
1977,5.757244515664641,retro_6
1978,5.797618606569205,retro_6
1979,5.752320077710566,retro_6
1980,5.619635406231238,retro_6
1981,5.5670268159334855,retro_6
1982,5.721955869099103,retro_6
1983,5.964943758416657,retro_6
1984,6.262246490789412,retro_6
1985,6.498713265157271,retro_6
1986,6.55511045639098,retro_6
1987,6.569067857428061,retro_6
1988,6.3099273696076805,retro_6
1989,6.048827379057387,retro_6
1990,5.7170020937347354,retro_6
1991,5.361956640944844,retro_6
1992,4.999925805358267,retro_6
1993,4.5958409762286525,retro_6
1994,4.10652532018646,retro_6
1995,3.716651169908899,retro_6
1996,3.3221004214748593,retro_6
1997,2.949157876417682,retro_6
1998,2.6038210083468156,retro_6
1999,2.285652036157988,retro_6
2000,2.102492897831196,retro_6
2001,1.9594882385097894,retro_6
2002,1.9025360179629642,retro_6
2003,1.8775326677816155,retro_6
2004,1.857957903301382,retro_6
2005,1.8141698560647062,retro_6
2006,1.7754444715645683,retro_6
2007,1.6997833686138841,retro_6
2008,1.6459155063093878,retro_6
2009,1.5741907621235705,retro_6
2010,1.513683938032228,retro_6
2011,1.456600960038187,retro_6
2012,1.4192367961837062,retro_6
2013,1.3830566447267616,retro_6
2014,1.346696003865471,retro_6
2015,1.3130591336875295,retro_6
2016,1.2750808388614479,retro_6
2017,1.2741627161052589,retro_6
1975,5.535897788963223,retro_7
1976,5.636250494604962,retro_7
1977,5.7227992485212145,retro_7
1978,5.801888158633442,retro_7
1979,5.8065312630918,retro_7
1980,5.721045333760641,retro_7
1981,5.637531044740772,retro_7
1982,5.660807982159209,retro_7
1983,5.889949081296623,retro_7
1984,6.200456219125588,retro_7
1985,6.487176371601093,retro_7
1986,6.561636760713927,retro_7
1987,6.423371623475922,retro_7
1988,6.3800956104699695,retro_7
1989,6.019224725595717,retro_7
1990,5.683904256143178,retro_7
1991,5.361951983547093,retro_7
1992,4.951185276033149,retro_7
1993,4.5655589998936,retro_7
1994,4.098568252203359,retro_7
1995,3.677642858673229,retro_7
1996,3.3085455118379827,retro_7
1997,2.928895274575454,retro_7
1998,2.5736308160987775,retro_7
1999,2.2701643157626763,retro_7
2000,2.083462781180528,retro_7
2001,1.9407822694993118,retro_7
2002,1.879473351926048,retro_7
2003,1.8610827441452678,retro_7
2004,1.8392871639877961,retro_7
2005,1.7951216046157654,retro_7
2006,1.7559107690490334,retro_7
2007,1.679638208745668,retro_7
2008,1.6253434651293115,retro_7
2009,1.5537418412921704,retro_7
2010,1.4929170336011641,retro_7
2011,1.436413052846352,retro_7
2012,1.4008677484955063,retro_7
2013,1.3668471225770815,retro_7
2014,1.3313563076916943,retro_7
2015,1.2950352021350593,retro_7
2016,1.2503132395334076,retro_7
1975,5.540614048346372,retro_8
1976,5.640813122084377,retro_8
1977,5.737173928662363,retro_8
1978,5.828243645527337,retro_8
1979,5.840416963851409,retro_8
1980,5.752514338818507,retro_8
1981,5.65768193746381,retro_8
1982,5.675423325986854,retro_8
1983,5.8999966036539915,retro_8
1984,6.212506184914935,retro_8
1985,6.502882525424056,retro_8
1986,6.577195687978253,retro_8
1987,6.43839674711079,retro_8
1988,6.401973477799646,retro_8
1989,6.036719378036619,retro_8
1990,5.700259300974845,retro_8
1991,5.3772135238606324,retro_8
1992,4.964182756462605,retro_8
1993,4.579288832370677,retro_8
1994,4.1121778303841205,retro_8
1995,3.690191956796526,retro_8
1996,3.3211140588179697,retro_8
1997,2.9410177591274667,retro_8
1998,2.5854001672456617,retro_8
1999,2.2825349338932064,retro_8
2000,2.0964272378878044,retro_8
2001,1.9550466745398636,retro_8
2002,1.8955012707568606,retro_8
2003,1.8796621585901894,retro_8
2004,1.859710169396706,retro_8
2005,1.816601154054482,retro_8
2006,1.7782720187378505,retro_8
2007,1.701399629290536,retro_8
2008,1.6465718799852893,retro_8
2009,1.573486030017003,retro_8
2010,1.5108899579572903,retro_8
2011,1.4531361282643445,retro_8
2012,1.417569906669564,retro_8
2013,1.3841952534687876,retro_8
2014,1.347433942480562,retro_8
2015,1.303752185298532,retro_8
1975,5.539168078758952,retro_9
1976,5.646152999039703,retro_9
1977,5.715849145495422,retro_9
1978,5.760916505932286,retro_9
1979,5.714974537337038,retro_9
1980,5.574600373955945,retro_9
1981,5.512456568926029,retro_9
1982,5.663763697329186,retro_9
1983,5.901505490095225,retro_9
1984,6.196714013597646,retro_9
1985,6.4294890866485765,retro_9
1986,6.4803112798255205,retro_9
1987,6.496333525334326,retro_9
1988,6.2316737368952575,retro_9
1989,5.971745187263182,retro_9
1990,5.63838187678724,retro_9
1991,5.28160550563424,retro_9
1992,4.920762999604994,retro_9
1993,4.517807744633482,retro_9
1994,4.029287146969113,retro_9
1995,3.6406683328342075,retro_9
1996,3.248244171753391,retro_9
1997,2.878183842921493,retro_9
1998,2.5358924379585,retro_9
1999,2.220838876615267,retro_9
2000,2.0415650684739894,retro_9
2001,1.9027097822593988,retro_9
2002,1.8502855768190523,retro_9
2003,1.8291779043268497,retro_9
2004,1.8122783315465114,retro_9
2005,1.7690100010776926,retro_9
2006,1.729558574620833,retro_9
2007,1.6514341629419345,retro_9
2008,1.5946945913885262,retro_9
2009,1.5184250586217038,retro_9
2010,1.4532748131875324,retro_9
2011,1.3921845439376233,retro_9
2012,1.353550937812481,retro_9
2013,1.3183889089277063,retro_9
2014,1.2820690265029244,retro_9
1975,5.490271406687989,retro_10
1976,5.589560153457184,retro_10
1977,5.670201849805834,retro_10
1978,5.742688403997192,retro_10
1979,5.743169869352666,retro_10
1980,5.6584099572196855,retro_10
1981,5.5799624057247525,retro_10
1982,5.605198354999745,retro_10
1983,5.833562978767663,retro_10
1984,6.1391916627873195,retro_10
1985,6.420465202035684,retro_10
1986,6.4923012169363865,retro_10
1987,6.352224342603432,retro_10
1988,6.302390540875375,retro_10
1989,5.9438781577690465,retro_10
1990,5.6097413968155765,retro_10
1991,5.2891354656566945,retro_10
1992,4.880487952795868,retro_10
1993,4.4958163283881225,retro_10
1994,4.029950061723097,retro_10
1995,3.611383661974009,retro_10
1996,3.244208404918793,retro_10
1997,2.867539714378614,retro_10
1998,2.5157803434030357,retro_10
1999,2.215670994821063,retro_10
2000,2.033992215941964,retro_10
2001,1.897464796720278,retro_10
2002,1.8427829382461423,retro_10
2003,1.8299589330403279,retro_10
2004,1.8122815964060737,retro_10
2005,1.7695762173640386,retro_10
2006,1.7298264827791587,retro_10
2007,1.650748270229466,retro_10
2008,1.5919247112020276,retro_10
2009,1.513273625280173,retro_10
2010,1.4439516925642875,retro_10
2011,1.3783222704665772,retro_10
2012,1.335518120772578,retro_10
2013,1.3039822726109347,retro_10
